Age,Gender,Company,Education_level,Asset,Domestic_Stock_Ratio,Foreign_Stock_Ratio,Cash_Ratio
24,M,namuh,High School,1500000,0.18,0.35,0.47
21,F,M-able,University,3800000,0.64,0.04,0.32
25,M,Toss,High School,5300000,0.55,0.31,0.14
20,M,namuh,High School,700000,0.38,0.32,0.3
23,M,namuh,High School,900000,0.33,0.37,0.3
26,M,Toss,High School,5000000,0.57,0.26,0.17
23,M,namuh,High School,400000,0.4,0.41,0.19
20,F,Toss,University,1700000,0.13,0.49,0.38
23,M,Toss,University,2800000,0.37,0.19,0.44
26,M,Mpop,High School,2300000,0.83,0.09,0.08
29,M,Mpop,University,3400000,0.59,0.39,0.02
25,M,M-able,University,2700000,0.12,0.29,0.59
21,M,Mpop,University,2700000,0.06,0.1,0.84
27,M,M-able,University,6600000,0.32,0.46,0.22
23,F,Mpop,University,2300000,0.47,0.15,0.38
24,M,M-able,Under Middle,1500000,0.48,0.49,0.03
27,M,Mpop,University,6500000,0.01,0.41,0.58
20,M,Mpop,University,3700000,0.55,0.18,0.27
23,F,Toss,High School,2800000,0.99,0,0.01
25,F,M-able,University,5200000,0.13,0.64,0.23
26,F,M-able,University,3900000,0.7,0.08,0.22
26,F,Mpop,University,7500000,0.13,0.58,0.29
27,M,Toss,University,6100000,0.46,0.5,0.04
24,F,M-able,University,1100000,0.61,0.01,0.38
27,M,M-able,University,8600000,0.58,0.32,0.1
22,F,Mpop,University,1200000,0.09,0.45,0.46
20,F,M-able,High School,2800000,0.54,0.45,0.01
21,M,namuh,University,3700000,0.25,0.67,0.08
26,M,Toss,High School,9200000,0.2,0.28,0.52
25,M,Mpop,High School,2600000,0.8,0.08,0.12
29,M,Toss,High School,3900000,0.36,0.22,0.42
24,F,M-able,University,100000,0.21,0.38,0.41
28,F,M-able,High School,8800000,0.51,0.39,0.1
27,F,Mpop,University,3000000,0.45,0.2,0.35
28,M,M-able,University,2400000,0.28,0.49,0.23
26,M,namuh,University,3900000,0.3,0.21,0.49
21,F,Toss,University,1300000,0.98,0.01,0.01
24,F,Mpop,High School,1900000,0.49,0.32,0.19
28,M,Toss,High School,8300000,0.04,0.55,0.41
25,M,Mpop,Under Middle,6000000,0.8,0.14,0.06
21,M,Mpop,University,3200000,0.74,0.06,0.2
26,F,Mpop,University,1700000,0.44,0.5,0.06
22,M,M-able,University,700000,0.54,0.11,0.35
27,M,M-able,University,2200000,0.88,0.09,0.03
25,M,namuh,University,6000000,0.09,0.14,0.77
27,F,M-able,University,1600000,0.55,0.33,0.12
29,F,Mpop,University,7500000,0.29,0.41,0.3
26,M,Toss,University,3400000,0.79,0.08,0.13
26,F,Toss,Under Middle,2400000,0.62,0.08,0.3
23,M,M-able,High School,100000,0.67,0.28,0.05
29,F,M-able,University,1700000,0.17,0.26,0.57
29,F,Mpop,University,6900000,0.85,0.08,0.07
23,M,M-able,University,600000,0.69,0.09,0.22
24,F,namuh,University,500000,0.69,0.05,0.26
24,F,Toss,University,1400000,0.01,0.62,0.37
21,F,namuh,High School,2900000,0.89,0.11,0
23,M,M-able,University,3100000,0.82,0.04,0.14
29,M,Toss,Under Middle,7000000,0.03,0.3,0.67
25,M,Toss,High School,2900000,0.85,0.08,0.07
21,F,namuh,University,1700000,0.82,0.15,0.03
29,M,Mpop,University,6800000,0.68,0.22,0.1
27,M,Toss,University,8400000,0.71,0.15,0.14
25,M,Toss,University,5100000,0.3,0.68,0.02
24,F,Mpop,University,3600000,0.2,0.21,0.59
22,F,Toss,University,1600000,0.12,0.32,0.56
20,F,Toss,University,1200000,0.99,0.01,0
28,M,M-able,University,2200000,0.49,0.22,0.29
27,M,Toss,University,9900000,0.55,0.25,0.2
21,M,namuh,High School,2100000,0.93,0.03,0.04
21,F,Mpop,University,1700000,0.2,0.08,0.72
21,F,M-able,University,2200000,0.1,0.32,0.58
29,M,namuh,High School,7800000,0.58,0.42,0
27,M,namuh,High School,5400000,0.75,0.02,0.23
24,F,Toss,University,2800000,0.24,0.36,0.4
28,F,Toss,University,4300000,0.65,0.34,0.01
26,F,M-able,University,4500000,0.27,0.67,0.06
21,F,Toss,University,2300000,0.22,0.3,0.48
22,F,namuh,University,2300000,0.07,0.49,0.44
28,M,Mpop,High School,1800000,0.56,0.43,0.01
24,F,M-able,University,2200000,0.52,0.11,0.37
27,M,Toss,University,7800000,0.19,0.18,0.63
29,F,namuh,High School,8500000,0.25,0.52,0.23
28,M,Toss,University,6600000,0.61,0.27,0.12
28,M,Toss,University,9100000,0.35,0.33,0.32
23,M,Mpop,University,3400000,0.87,0.05,0.08
22,F,Toss,High School,400000,0.16,0.04,0.8
25,M,Toss,University,9000000,0.03,0.7,0.27
26,F,M-able,High School,3400000,0.7,0.03,0.27
24,F,Mpop,University,2600000,0.96,0,0.04
25,F,Mpop,University,5800000,0.35,0.07,0.58
27,M,M-able,University,6500000,0.92,0,0.08
29,F,M-able,High School,4300000,0.44,0.31,0.25
20,M,Toss,University,3400000,0.63,0.01,0.36
23,M,M-able,University,200000,0.97,0.02,0.01
25,F,M-able,Under Middle,1500000,0.14,0.46,0.4
25,F,M-able,High School,3700000,0.06,0.57,0.37
27,F,Toss,University,5300000,0.72,0.18,0.1
28,M,namuh,High School,5500000,0.2,0.06,0.74
20,F,Mpop,High School,100000,0.51,0.39,0.1
22,M,M-able,Under Middle,600000,0.91,0.04,0.05
26,F,Mpop,High School,7600000,0.68,0.17,0.15
25,M,Toss,University,1600000,0.84,0.16,0
21,M,Toss,High School,700000,0.65,0.27,0.08
25,F,Mpop,University,9600000,0.33,0.33,0.34
21,F,M-able,University,3800000,0.12,0.3,0.58
29,M,M-able,University,5000000,0.23,0.28,0.49
22,F,Toss,High School,2900000,0.8,0.11,0.09
23,F,Mpop,University,900000,0.38,0.58,0.04
20,M,Mpop,University,3200000,0.17,0.61,0.22
23,F,Toss,University,2000000,0.13,0.33,0.54
20,F,Mpop,Under Middle,300000,0.91,0.05,0.04
21,F,namuh,University,1200000,0.57,0.37,0.06
22,M,M-able,University,1100000,0.09,0.29,0.62
22,F,namuh,High School,2900000,0.76,0.23,0.01
23,F,Toss,High School,1400000,0.21,0.19,0.6
24,M,Toss,High School,1500000,0.73,0.15,0.12
25,M,Toss,University,6700000,0.81,0.07,0.12
28,F,Toss,University,5600000,0.65,0.22,0.13
25,M,Toss,University,8000000,0.82,0.13,0.05
21,F,Toss,University,3000000,0.77,0.12,0.11
26,M,M-able,High School,7400000,0.4,0.3,0.3
21,F,Mpop,High School,2700000,0.3,0.31,0.39
29,F,Toss,University,8400000,0.62,0.17,0.21
26,M,namuh,University,1900000,0.24,0,0.76
21,M,Toss,University,2900000,0.01,0.66,0.33
25,M,Toss,High School,5200000,0.28,0.29,0.43
26,F,namuh,University,3700000,0.09,0.37,0.54
22,F,M-able,University,1800000,0.86,0.14,0
22,M,M-able,University,2200000,0.68,0.12,0.2
29,F,Toss,University,9400000,0.33,0.48,0.19
22,M,Mpop,University,2300000,0.59,0.28,0.13
28,M,Mpop,University,7900000,0.63,0.12,0.25
26,M,namuh,University,9500000,0.36,0.05,0.59
23,F,Mpop,High School,1500000,0.24,0.5,0.26
24,F,M-able,Under Middle,1200000,1,0,0
21,F,Mpop,University,1100000,0.95,0.05,0
26,M,Toss,University,4800000,0.38,0.53,0.09
26,F,M-able,University,8400000,0.25,0.51,0.24
28,M,M-able,University,9700000,0.32,0.6,0.08
28,M,Mpop,University,4700000,0.05,0.15,0.8
28,F,Toss,University,7000000,0.27,0.43,0.3
25,M,Toss,University,4700000,0.29,0.5,0.21
22,M,Mpop,University,1600000,0.15,0.39,0.46
22,F,M-able,High School,900000,0.06,0.59,0.35
25,M,Mpop,Under Middle,3800000,0.66,0.19,0.15
29,M,Mpop,High School,5200000,0.2,0.03,0.77
25,F,namuh,University,8100000,0.98,0.01,0.01
24,M,M-able,Under Middle,3600000,0.61,0.38,0.01
21,F,Toss,University,2500000,0.41,0.29,0.3
21,M,M-able,University,600000,0.55,0.44,0.01
28,M,Toss,Under Middle,9000000,0.33,0.1,0.57
28,F,M-able,High School,6000000,0.81,0.01,0.18
23,M,namuh,University,2300000,0,0.33,0.67
20,M,M-able,Under Middle,3800000,0.58,0.36,0.06
29,M,Mpop,University,6800000,0.86,0.01,0.13
22,M,M-able,High School,3600000,0.93,0.05,0.02
29,M,M-able,Under Middle,9000000,0.66,0.29,0.05
23,M,namuh,High School,3000000,0.69,0.21,0.1
26,F,M-able,University,9900000,0.73,0,0.27
24,F,Toss,High School,1100000,0.15,0.61,0.24
27,M,M-able,Under Middle,3900000,0.57,0.36,0.07
25,M,Mpop,University,4700000,0.84,0.13,0.03
25,M,Mpop,University,7200000,0.72,0.1,0.18
23,M,Toss,Under Middle,1100000,0.08,0.29,0.63
28,M,namuh,High School,4800000,0.57,0.22,0.21
27,F,Toss,University,4500000,0.05,0.62,0.33
21,F,Mpop,High School,2300000,0.2,0.05,0.75
27,F,M-able,University,3800000,0.87,0.06,0.07
25,F,Toss,High School,9300000,0.76,0.04,0.2
24,F,M-able,University,3600000,0.06,0.17,0.77
20,F,Mpop,High School,2300000,0.54,0.2,0.26
25,M,Mpop,University,1800000,0.77,0.08,0.15
27,F,Mpop,University,5300000,0.89,0.08,0.03
28,M,Mpop,University,3900000,0.05,0.55,0.4
21,F,M-able,University,100000,0.5,0.48,0.02
26,M,Toss,Under Middle,9700000,0.72,0.26,0.02
26,M,Toss,High School,9100000,0.94,0.05,0.01
29,F,M-able,University,9800000,0.97,0.03,0
20,F,Toss,University,700000,0.78,0.17,0.05
22,F,Toss,University,900000,0.82,0.11,0.07
28,F,Toss,University,5100000,0.75,0.17,0.08
26,F,namuh,University,7900000,0.7,0.16,0.14
26,M,M-able,University,8800000,0.52,0.44,0.04
23,F,namuh,University,1100000,0.36,0.34,0.3
24,M,namuh,University,3900000,0.65,0.07,0.28
24,F,Mpop,University,1400000,0.08,0.42,0.5
24,M,Toss,University,1200000,0.85,0.09,0.06
21,F,M-able,High School,1700000,0.45,0.35,0.2
24,M,Mpop,University,1400000,0.79,0.13,0.08
23,M,Mpop,High School,1300000,0.04,0.09,0.87
28,F,Mpop,High School,9300000,0,0.06,0.94
29,M,Mpop,High School,7000000,0.69,0.02,0.29
22,M,Toss,Under Middle,700000,0.9,0.07,0.03
21,F,M-able,University,3700000,0.57,0.09,0.34
27,M,namuh,University,3400000,0.04,0.38,0.58
28,F,namuh,University,8000000,0.93,0.06,0.01
23,M,namuh,University,1700000,0.19,0.51,0.3
23,F,Mpop,Under Middle,2500000,1,0,0
29,M,Mpop,University,5900000,0.36,0.44,0.2
20,M,Toss,University,1200000,0.8,0.09,0.11
27,F,Toss,High School,6200000,0.5,0.05,0.45
27,F,M-able,University,8600000,0.27,0.32,0.41
25,F,M-able,University,8500000,0.57,0.04,0.39
23,M,M-able,High School,100000,0.95,0.02,0.03
27,M,M-able,High School,1600000,0.46,0.37,0.17
28,M,namuh,University,3000000,0.39,0.2,0.41
25,M,Toss,Under Middle,6000000,0.64,0.04,0.32
25,M,Toss,University,3900000,0.72,0.11,0.17
21,F,Mpop,University,3700000,0.13,0.61,0.26
27,F,M-able,University,3000000,0.09,0.13,0.78
26,M,Toss,University,3900000,0.36,0.58,0.06
21,M,Toss,Under Middle,1500000,0.36,0.46,0.18
28,F,M-able,University,3000000,0.27,0.48,0.25
21,M,Mpop,High School,700000,0.37,0.02,0.61
22,F,Mpop,University,1800000,0.62,0.27,0.11
20,F,Toss,University,1600000,0.55,0.35,0.1
22,M,M-able,University,400000,0.94,0.01,0.05
24,F,Toss,University,300000,0.07,0.56,0.37
24,F,Toss,University,1100000,0.17,0.03,0.8
28,F,M-able,High School,7500000,0.31,0.03,0.66
24,F,Mpop,University,2100000,0.48,0.4,0.12
27,F,Mpop,University,9500000,0.32,0.33,0.35
25,M,M-able,University,6700000,0.91,0.06,0.03
22,F,M-able,University,3200000,0.67,0.1,0.23
23,F,Mpop,University,2500000,0.72,0.28,0
20,M,M-able,University,2100000,0.67,0.24,0.09
27,F,Toss,High School,3100000,0.49,0.04,0.47
29,F,Toss,University,9900000,0.21,0.52,0.27
26,M,Mpop,University,9300000,0.93,0,0.07
29,F,M-able,High School,5900000,0.26,0.64,0.1
28,F,namuh,University,1900000,0.22,0.27,0.51
21,M,M-able,High School,3800000,0.15,0.64,0.21
27,F,Mpop,High School,6000000,0.04,0.21,0.75
26,F,M-able,High School,9100000,0.6,0.09,0.31
28,M,Toss,Under Middle,9800000,0.27,0.68,0.05
24,M,namuh,High School,900000,0.87,0.13,0
23,M,M-able,University,1400000,0.06,0.51,0.43
25,F,Toss,High School,8400000,0.94,0.02,0.04
22,F,Mpop,High School,2700000,0.48,0.19,0.33
20,F,M-able,University,2100000,0.92,0,0.08
21,M,M-able,University,1400000,0.42,0.5,0.08
24,F,Toss,University,1200000,0.88,0.07,0.05
20,M,Toss,Under Middle,800000,0.68,0.02,0.3
25,M,Mpop,University,7500000,0.47,0.16,0.37
28,M,namuh,University,4600000,0.45,0.26,0.29
23,F,Toss,University,100000,0.39,0.44,0.17
29,M,Toss,University,3500000,0.18,0.2,0.62
21,F,Mpop,High School,900000,0.77,0.06,0.17
25,F,Mpop,University,5800000,0.88,0.06,0.06
29,F,namuh,High School,2800000,0.48,0.42,0.1
20,M,Toss,University,2200000,0.43,0.22,0.35
28,M,Toss,University,3300000,0.75,0.04,0.21
21,M,M-able,University,3300000,0.09,0.19,0.72
26,F,namuh,University,8900000,0.35,0.08,0.57
29,F,Toss,University,3400000,0.86,0.13,0.01
27,M,Mpop,University,4900000,0.77,0.21,0.02
21,M,M-able,High School,3500000,0.97,0.01,0.02
24,M,M-able,University,3000000,0.11,0.07,0.82
29,F,Mpop,University,4600000,0.96,0.01,0.03
28,F,Mpop,University,1600000,0.59,0.28,0.13
26,F,M-able,High School,5900000,0.12,0.03,0.85
27,F,Mpop,University,7000000,0.04,0.53,0.43
25,F,Toss,University,7600000,0.23,0.51,0.26
27,M,Toss,High School,9800000,0.88,0.02,0.1
28,F,Toss,University,9200000,0.11,0.38,0.51
25,M,Toss,University,9300000,0.2,0.48,0.32
21,M,M-able,University,2500000,0.29,0.6,0.11
24,M,Toss,University,3200000,0.81,0.05,0.14
27,M,Toss,High School,8700000,0.91,0.03,0.06
28,F,Toss,University,5000000,0.44,0.44,0.12
27,M,Mpop,University,3600000,0.08,0.47,0.45
27,F,M-able,University,9000000,0.92,0.01,0.07
29,M,Toss,University,7400000,0.25,0.58,0.17
29,F,Toss,High School,9000000,0.07,0.45,0.48
20,F,Toss,University,2000000,0.65,0.19,0.16
26,F,Toss,University,3000000,0.41,0.16,0.43
23,M,Toss,University,2400000,0.27,0.62,0.11
27,M,M-able,University,6700000,0.04,0.38,0.58
22,F,namuh,University,1100000,0.04,0.52,0.44
26,M,Toss,University,3500000,0.43,0.48,0.09
23,M,Mpop,Under Middle,1500000,0.4,0.59,0.01
25,M,Toss,Under Middle,3000000,0.17,0.11,0.72
28,F,M-able,University,8500000,0.99,0,0.01
29,M,namuh,University,9000000,0.39,0.12,0.49
25,M,M-able,University,5000000,0.11,0.28,0.61
20,F,M-able,High School,1200000,0.56,0.4,0.04
26,M,Mpop,University,9000000,0.55,0.16,0.29
29,M,Mpop,University,4500000,0.3,0.21,0.49
21,M,Toss,University,600000,0.92,0.02,0.06
24,M,Toss,High School,3000000,0.89,0.09,0.02
27,F,namuh,University,4700000,0.5,0.46,0.04
25,F,Mpop,University,7000000,0.77,0.16,0.07
22,M,Mpop,University,3500000,0.19,0.23,0.58
26,M,Mpop,University,5700000,0.42,0.51,0.07
24,F,namuh,High School,1600000,0.62,0.23,0.15
27,M,Toss,University,8400000,0.69,0,0.31
23,F,Mpop,High School,1800000,0.5,0.08,0.42
26,M,Mpop,University,2300000,0.11,0.5,0.39
27,M,Mpop,University,6000000,0,0.3,0.7
20,F,M-able,High School,3600000,0.26,0.02,0.72
26,F,Toss,High School,4000000,0.82,0.02,0.16
24,M,Mpop,University,2600000,0.12,0.52,0.36
22,M,namuh,High School,2600000,0.65,0.06,0.29
23,M,Toss,University,400000,0.78,0.19,0.03
22,M,M-able,High School,2900000,0.27,0.29,0.44
20,M,Mpop,University,700000,0.79,0.12,0.09
29,M,M-able,University,3800000,0.94,0.05,0.01
25,F,Mpop,High School,9400000,0.36,0.24,0.4
28,F,Toss,High School,4900000,0.44,0.38,0.18
21,M,Toss,High School,3700000,0.35,0.13,0.52
20,F,M-able,University,100000,0.83,0.14,0.03
29,F,Mpop,High School,3800000,0.76,0.16,0.08
25,F,M-able,University,5800000,0.15,0.58,0.27
29,F,Mpop,High School,8600000,0.18,0.14,0.68
22,M,Toss,High School,2900000,0.47,0.2,0.33
21,F,Toss,University,800000,0.33,0.23,0.44
23,F,namuh,University,400000,0.35,0.48,0.17
20,M,Toss,University,1800000,0.2,0,0.8
26,F,Toss,University,1600000,0.45,0.08,0.47
20,M,Toss,University,2900000,0.82,0.06,0.12
27,F,Mpop,University,6800000,0.47,0.4,0.13
29,M,M-able,University,5200000,0.34,0.05,0.61
23,M,Toss,University,1900000,0.05,0.29,0.66
28,F,Mpop,University,7800000,0.24,0.02,0.74
24,M,Toss,Under Middle,3700000,0.74,0.07,0.19
24,F,Toss,University,1800000,0.06,0.54,0.4
25,M,Mpop,Under Middle,8300000,0.38,0.53,0.09
21,M,Mpop,High School,1600000,0.84,0.05,0.11
26,F,M-able,University,5300000,0.6,0.13,0.27
28,M,Toss,High School,4500000,0.27,0.11,0.62
26,F,Toss,University,7400000,0.35,0.44,0.21
21,F,namuh,University,3700000,0.9,0.02,0.08
24,F,Mpop,University,3500000,0.43,0.1,0.47
24,F,Mpop,University,900000,0.81,0.11,0.08
29,M,Toss,High School,9100000,0.4,0.26,0.34
28,M,Mpop,High School,9300000,0.81,0.06,0.13
26,F,Toss,University,8700000,0.03,0.28,0.69
22,M,Toss,University,2100000,0.81,0.01,0.18
23,M,Toss,University,600000,0.45,0.07,0.48
28,M,M-able,Under Middle,8600000,0.54,0.36,0.1
20,M,M-able,Under Middle,200000,0.26,0.29,0.45
25,M,Mpop,High School,2100000,0.4,0.21,0.39
28,F,Toss,University,5900000,0.13,0.63,0.24
27,M,M-able,High School,7100000,0.76,0.01,0.23
25,F,Mpop,University,8100000,0.32,0.67,0.01
26,M,Mpop,University,4600000,0.77,0.08,0.15
25,M,Toss,University,4100000,0.51,0.15,0.34
27,M,M-able,University,8200000,0.35,0.44,0.21
24,F,Toss,University,1100000,0.4,0.04,0.56
22,M,Toss,High School,3600000,0.72,0.06,0.22
26,M,Mpop,University,4100000,0.44,0.14,0.42
26,F,Toss,University,2500000,0.5,0.2,0.3
28,M,Mpop,High School,3800000,0.34,0.25,0.41
21,M,Mpop,University,3500000,0.56,0.16,0.28
20,F,Mpop,Under Middle,3500000,0.39,0.13,0.48
25,F,M-able,High School,6900000,0.63,0.06,0.31
20,F,Mpop,University,600000,0.16,0.15,0.69
21,F,M-able,University,2800000,0.51,0.27,0.22
24,M,M-able,University,1500000,0.55,0.18,0.27
21,F,namuh,High School,3200000,0.98,0,0.02
29,F,M-able,University,6900000,0.84,0.01,0.15
20,M,namuh,University,600000,0.59,0.02,0.39
23,M,M-able,University,2500000,0.01,0.33,0.66
29,M,namuh,Under Middle,9700000,0.49,0.39,0.12
23,F,Toss,University,1300000,0,0.56,0.44
20,F,Toss,High School,2500000,0.42,0.11,0.47
28,F,M-able,University,8200000,0.32,0.39,0.29
22,F,M-able,High School,3700000,0.07,0.36,0.57
25,F,Mpop,High School,4900000,0.56,0.38,0.06
24,F,Toss,High School,1500000,0.73,0.06,0.21
22,M,Mpop,University,3100000,0.06,0.54,0.4
24,F,Toss,High School,1900000,0,0.41,0.59
22,M,M-able,University,1500000,0.86,0.08,0.06
20,F,M-able,University,3300000,0.52,0.2,0.28
21,F,Toss,University,3000000,0.75,0.02,0.23
25,F,Toss,University,7100000,0.42,0.12,0.46
25,F,Toss,High School,4000000,0.31,0.33,0.36
28,M,M-able,High School,3100000,0.93,0.05,0.02
20,F,Mpop,University,3200000,0.06,0.01,0.93
20,F,M-able,University,2200000,0.89,0.05,0.06
25,M,Mpop,University,3400000,0.61,0.05,0.34
27,M,Mpop,University,6400000,0.78,0.03,0.19
23,F,namuh,University,3200000,0.59,0.14,0.27
26,F,M-able,University,9700000,1,0,0
20,F,namuh,Under Middle,2000000,0.38,0.11,0.51
22,M,Toss,University,3200000,0.61,0.22,0.17
20,M,M-able,University,900000,0.09,0.68,0.23
25,F,M-able,University,2500000,0.42,0.06,0.52
21,F,Toss,High School,2500000,0.48,0.08,0.44
27,M,M-able,University,3600000,0.63,0.25,0.12
23,M,namuh,University,1600000,0.21,0.39,0.4
22,M,Mpop,University,3700000,0.33,0.59,0.08
23,F,Toss,High School,600000,0.95,0.04,0.01
22,F,Toss,High School,2100000,0.54,0.22,0.24
23,F,Mpop,University,3600000,0.94,0.02,0.04
27,F,Toss,University,8600000,0.5,0.11,0.39
27,F,Toss,University,3600000,0.28,0.27,0.45
21,M,M-able,High School,600000,0.52,0.11,0.37
24,M,Toss,Under Middle,2300000,0.75,0.2,0.05
26,M,Mpop,University,5600000,0.39,0.31,0.3
27,F,Mpop,University,3400000,0.67,0.16,0.17
20,F,M-able,University,3500000,0.89,0.03,0.08
20,F,M-able,University,3600000,0.92,0.02,0.06
26,F,Mpop,University,9300000,0.06,0.32,0.62
24,M,M-able,University,2100000,0.51,0.38,0.11
24,F,Mpop,University,2800000,0.99,0.01,0
25,M,M-able,Under Middle,3500000,0.49,0.41,0.1
21,F,Mpop,University,800000,0.02,0.32,0.66
22,M,M-able,High School,500000,0.69,0.04,0.27
26,M,Toss,High School,4200000,0.88,0,0.12
28,M,namuh,University,6400000,0.19,0.36,0.45
22,F,M-able,University,2300000,0.74,0.04,0.22
29,M,Mpop,High School,6000000,0.09,0.49,0.42
29,F,Toss,Under Middle,9100000,0.58,0.35,0.07
25,F,namuh,University,3800000,0.81,0.06,0.13
25,M,Mpop,University,8700000,0.62,0.31,0.07
28,F,M-able,University,5900000,0.44,0.48,0.08
25,F,Mpop,University,5900000,0.67,0.26,0.07
29,F,Mpop,University,2400000,0.53,0.36,0.11
21,F,Toss,University,1600000,0.91,0.03,0.06
29,M,M-able,University,6400000,0.39,0.5,0.11
24,M,Toss,High School,800000,0.84,0.02,0.14
26,F,M-able,University,2600000,0.26,0.31,0.43
29,F,Mpop,High School,1700000,0.61,0.13,0.26
28,M,namuh,University,2100000,0.18,0.22,0.6
20,M,M-able,University,2600000,0.64,0.24,0.12
25,F,namuh,University,6000000,0.42,0.04,0.54
26,M,Mpop,High School,7100000,0.17,0.56,0.27
20,M,Toss,University,1700000,0.68,0.24,0.08
26,F,M-able,University,1900000,0.1,0.62,0.28
20,M,M-able,High School,3300000,1,0,0
26,F,M-able,University,3100000,0.64,0.06,0.3
27,M,Mpop,University,5400000,0.62,0.36,0.02
21,M,M-able,University,2600000,0.34,0.38,0.28
21,M,Mpop,University,3700000,0.08,0.51,0.41
25,M,namuh,University,5700000,0.23,0.04,0.73
20,F,M-able,High School,3500000,0.86,0.09,0.05
26,F,Mpop,High School,6100000,0.49,0.49,0.02
24,F,Toss,University,1200000,0.84,0.05,0.11
24,M,Mpop,High School,500000,0.29,0.52,0.19
24,M,M-able,University,3300000,0.15,0.05,0.8
27,F,Toss,University,9200000,0,0.36,0.64
22,M,Mpop,University,700000,0.98,0,0.02
21,M,Mpop,High School,1500000,0.93,0.05,0.02
24,M,Toss,High School,700000,0.61,0.11,0.28
29,M,namuh,High School,5900000,0.3,0.1,0.6
28,F,Toss,Under Middle,8800000,0.31,0.65,0.04
24,M,Toss,University,2700000,0.8,0.18,0.02
24,F,Mpop,University,3000000,0.64,0.18,0.18
27,F,namuh,University,7400000,0.49,0.07,0.44
20,M,M-able,University,800000,0.89,0.1,0.01
27,F,M-able,University,3000000,0.33,0.55,0.12
28,F,Toss,High School,8700000,0.12,0.39,0.49
29,M,M-able,University,9900000,0.19,0.02,0.79
29,M,namuh,University,7800000,0.49,0.31,0.2
25,M,Toss,Under Middle,7500000,0.59,0.01,0.4
22,M,namuh,University,100000,0.71,0.09,0.2
26,F,namuh,High School,1500000,0.91,0.08,0.01
29,F,Toss,University,9800000,0.38,0.61,0.01
25,F,Toss,High School,9200000,0.72,0.05,0.23
26,M,Mpop,University,4700000,0.48,0.02,0.5
25,M,Toss,University,9300000,0.96,0.02,0.02
23,M,Toss,University,900000,0.2,0.18,0.62
23,F,Mpop,University,3500000,0.82,0.11,0.07
20,F,namuh,University,700000,0.17,0.2,0.63
23,M,Toss,University,100000,0.53,0.25,0.22
